en,es,en_text_length,en_num_words,en_max_word_length,en_avg_word_length,en_perc_special_chars,es_text_length,es_num_words,es_max_word_length,es_avg_word_length,es_perc_special_chars
But he's very good at heart,Pero es muy bueno en el fondo,27.0,6.0,5.0,3.6666666666666665,0.037037037037037035,29.0,7.0,5.0,3.2857142857142856,0.0
But this one looks a little shaky.,"- Ah, aquí se nota más temblorosa.",34.0,7.0,6.0,4.0,0.029411764705882353,34.0,7.0,11.0,4.0,0.08823529411764706
"Just to show that programming can be simple and efficient, we do a program without using a programming tool!","Sólo para mostrar que la programación puede ser simple y eficiente, que hacemos un programa sin necesidad de utilizar una herramienta de programación.",108.0,19.0,11.0,4.7368421052631575,0.018518518518518517,150.0,23.0,13.0,5.565217391304348,0.013333333333333334
We have authorisation.,Tenemos permiso.,22.0,3.0,14.0,6.666666666666667,0.045454545454545456,16.0,2.0,8.0,7.5,0.0625
"I always appreciated their backing."".",Siempre estaré agradecido por su respaldo.,37.0,5.0,11.0,6.6,0.08108108108108109,42.0,6.0,10.0,6.166666666666667,0.023809523809523808
"Till Grossberger came along, he held the ax murder record in the Southwest.",Tenía el récord más alto como asesino con hacha hasta que llegó Grossberger.,75.0,13.0,11.0,4.846153846153846,0.02666666666666667,76.0,13.0,12.0,4.923076923076923,0.013157894736842105
"- Yes, sir! - Mr. Secretary?",¿Sr. Secretario?,28.0,6.0,10.0,3.8333333333333335,0.21428571428571427,16.0,2.0,11.0,7.5,0.125
Is it really happening?,- ¿Es verdad?,23.0,4.0,10.0,5.0,0.043478260869565216,13.0,3.0,7.0,3.6666666666666665,0.15384615384615385
Well an extraordinary story.,"Bueno, una historia extraordinaria.",28.0,4.0,13.0,6.25,0.03571428571428571,35.0,4.0,15.0,8.0,0.05714285714285714
"It's, like, I get here, and all I see are their-their...","Me refiero a que llego aquí, y todo lo que veo son sus...",56.0,11.0,14.0,4.181818181818182,0.14285714285714285,57.0,13.0,7.0,3.4615384615384617,0.07017543859649122
"Sales of goods without taxes, signed by Jean Lafitte.","Mira esto. ""Venta de objetos raros y curiosos. Firmado, Jean Lafitte""",53.0,9.0,8.0,5.0,0.03773584905660377,69.0,11.0,9.0,5.363636363636363,0.07246376811594203
"In 1986 the Council held four meetings devoted to transport matters, on 14 March, 18, 19 and 30 June, 10 and 11 November and 15 and 16 December 1986.","En 1986, el Consejo celebró cuatro reuniones dedicadas a los transportes los días 14 de marzo, 18, 19 y 30 de junio, 10 y 11 de noviembre y 15 y 16 de diciembre de 1986.",149.0,29.0,9.0,4.172413793103448,0.03355704697986577,169.0,35.0,11.0,3.857142857142857,0.029585798816568046
We know that Karen controls the Espheni defenses up and down the eastern seaboard.,Sabemos que Karen controla las defensas Espheni en todo el tablero del este.,82.0,14.0,9.0,4.928571428571429,0.012195121951219513,76.0,13.0,8.0,4.923076923076923,0.013157894736842105
"Now, the order of the capsid genes is reversed.","Ahora, el orden de los genes de la cápside están invertidos.",47.0,9.0,9.0,4.333333333333333,0.0425531914893617,60.0,11.0,11.0,4.545454545454546,0.03333333333333333
"Soldiering on on your behalf, Mr Needham.","Siempre combatiendo a su lado, Sr. Needham. ¿Es verde?",41.0,7.0,10.0,5.0,0.04878048780487805,54.0,9.0,11.0,5.111111111111111,0.07407407407407407
What are you doing? ! [Bleep],¡Demonios!,29.0,6.0,7.0,4.0,0.13793103448275862,10.0,1.0,10.0,10.0,0.1
The Board requested UNFPA to provide an age analysis of advances to Governments and non-governmental organizations.,La Junta pidió al FNUAP que presentara un análisis de la antigüedad de los anticipos facilitados a gobiernos y organizaciones no gubernamentales.,115.0,16.0,16.0,6.25,0.017391304347826087,145.0,22.0,16.0,5.636363636363637,0.006896551724137931
I tried to wave a camera while representing a night view of Huis Ten Bosch. An effect of mysterious disorder is seen.,Traté de agitar una cámara mientras representar una opinión de noche de Bosch de Huis diez. Un efecto del desorden misterioso es visto.,117.0,22.0,12.0,4.363636363636363,0.017094017094017096,135.0,23.0,11.0,4.913043478260869,0.014814814814814815
- You spent the afternoon with Curtatoni.,¿Has pasado la tarde con él? ¡No!,41.0,7.0,10.0,5.0,0.04878048780487805,33.0,7.0,6.0,3.857142857142857,0.06060606060606061
"So, what are you doin' here in this sparrow-fart town?","¿Y qué haces aquí, en el culo del mundo?",54.0,10.0,12.0,4.5,0.07407407407407407,40.0,9.0,6.0,3.5555555555555554,0.05
But he was making a lot of money out of the book.,EJEMPLARES DE 1971 Pero él ganó mucho dinero con el libro. LA COCINA DEL ANARQUISTA,49.0,12.0,6.0,3.1666666666666665,0.02040816326530612,83.0,15.0,10.0,4.6,0.012048192771084338
Make it quick. I only got an hour.,Sólo me queda una hora.,34.0,8.0,6.0,3.375,0.058823529411764705,23.0,5.0,5.0,3.8,0.043478260869565216
Mr. Star and Utter should be taken to our store.,El Sr. Star y Utter debe ser llevados a nuestra tienda.,48.0,10.0,6.0,3.9,0.041666666666666664,55.0,11.0,8.0,4.090909090909091,0.03636363636363636
Hypromellose Glycerol triacetate Talc Titanium dioxide (E171) Iron oxide yellow (E172) Iron oxide red (E172) Ethylcellulose,Hipromelosa Triacetato de glicerol Talco Dióxido de titanio (E171) Oxido de hierro amarillo (E172) Oxido de hierro rojo (E172) Etilcelulosa,123.0,16.0,14.0,6.75,0.04878048780487805,139.0,20.0,12.0,6.0,0.04316546762589928
‘Țara: BOTSWANA / ’,«Țara: BOTSWANA / »,19.0,4.0,8.0,4.0,0.10526315789473684,19.0,4.0,8.0,4.0,0.10526315789473684
"(a) Examining and ensuring that development strategies, policies and programmes aimed at implementing internationally agreed development goals, including the Millennium Development Goals, are inclusive of issues concerning persons with disabilities and that they promote the equalization of opportunities for all;","a) Examinar las estrategias, políticas y programas de desarrollo destinados a la consecución de los objetivos de desarrollo convenidos internacionalmente, incluidos los Objetivos de Desarrollo del Milenio, y asegurar que se incorporen en ellos las cuestiones que interesan a las personas con discapacidad y que fomenten la igualdad de oportunidades para todos;",313.0,40.0,15.0,6.85,0.019169329073482427,360.0,52.0,19.0,5.9423076923076925,0.013888888888888888
the USA only represents 7% of the world. only 6% of the world population... ..but the 5/7 of the cars.... here.,Estados Unidos representa el 7% de la superficie y contiene el 6% de la población mundial y 5 autos sobre 7 circulan por las rutas americanas.,111.0,21.0,13.0,4.333333333333333,0.12612612612612611,142.0,26.0,11.0,4.5,0.02112676056338028
"The Grand Vizier, stop him.",¡El Gran Visir se marcha! ¡No dejéis que se vaya!,27.0,5.0,7.0,4.6,0.07407407407407407,49.0,10.0,7.0,4.0,0.04081632653061224
- In the village.,- En el pueblo.,17.0,4.0,8.0,3.5,0.11764705882352941,15.0,4.0,7.0,3.0,0.13333333333333333
I would find it most regrettable if it was to be put into practice at the end of the day.,Me parecería lamentable que finalmente fuese puesta en práctica.,89.0,20.0,11.0,3.5,0.011235955056179775,64.0,9.0,10.0,6.222222222222222,0.015625
I've got something that might warm him up.,Tengo algo que podría calentarlo.,42.0,8.0,9.0,4.375,0.047619047619047616,33.0,5.0,11.0,5.8,0.030303030303030304
Blogger Temur Mengliev summarizes the incident and the role played by social media in preventing the powerful family from covering it up:,El bloguero Temur Mengliev resume el incidente y el papel que tuvieron los medios sociales en evitar que la poderosa familia lo encubriera:,137.0,22.0,10.0,5.2727272727272725,0.0072992700729927005,139.0,23.0,11.0,5.086956521739131,0.007194244604316547
"30 And that we would not give our daughters to the peoples of the lands, or take their daughters for our sons;","30 se adhieren a sus hermanos y a los nobles y se comprometen por imprecación y juramento a caminar en la Ley de Dios, que fue dada por mano de Moisés, siervo de Dios, y a guardar y practicar todos los mandamientos de Yahveh nuestro Señor, sus normas y sus leyes.",110.0,22.0,9.0,4.045454545454546,0.01818181818181818,263.0,51.0,12.0,4.176470588235294,0.019011406844106463
"Well, the transfusions might help for a while, Anthony, but aplastic anaemia is fatal, and as I've told you before, ultimately, there's nothing we can do.","Bueno, las transfusiones podrían ayudar por un tiempo, Anthony, pero la anemia aplástica es fatal, y como te he dicho antes, en última instancia, no hay nada que podamos hacer.",154.0,26.0,12.0,4.961538461538462,0.05844155844155844,176.0,30.0,13.0,4.9,0.03977272727272727
I'm afraid they're trying to make a schizophrenic out of every case of battle fatigue.,Quieren convertir en esquizofrenia todos los casos de neurosis de guerra.,86.0,15.0,13.0,4.8,0.03488372093023256,73.0,11.0,13.0,5.7272727272727275,0.0136986301369863
"J'onn, are you--?","¿J'onn, estás...?",17.0,3.0,6.0,5.0,0.29411764705882354,17.0,2.0,9.0,8.0,0.35294117647058826
- Quite a factory you've got here.,Vaya factoría que te has montado aquí.,34.0,7.0,7.0,4.0,0.08823529411764706,38.0,7.0,8.0,4.571428571428571,0.02631578947368421
Food and coffee. What time is it?,Comida y café. ¿Qué hora es?,33.0,7.0,7.0,3.857142857142857,0.06060606060606061,28.0,6.0,6.0,3.8333333333333335,0.07142857142857142
Nash is given a course of insulin shock therapy and eventually released.,Nash se le da un curso de la terapia con insulina shock y finalmente liberado.,72.0,12.0,10.0,5.083333333333333,0.013888888888888888,78.0,15.0,10.0,4.266666666666667,0.01282051282051282
Now if you stand on that wall and shoot another arrow there are only the same two possible outcomes:,"Ahora bien, si te paras sobre ese muro y lanzas otra flecha solo existen los mismos dos resultados posibles:",100.0,19.0,9.0,4.315789473684211,0.01,108.0,19.0,10.0,4.7368421052631575,0.018518518518518517
"The Western Hemisphere was certified as polio-free 20 years ago, but there were cases in Haiti and the Dominican Republic as recently as 2000.","El hemisferio occidental fue certificado como zona libre de polio hace veinte años, pero recientemente, en 2000, ha habido casos en Haití y en República Dominicana.",142.0,24.0,10.0,4.958333333333333,0.02112676056338028,164.0,26.0,14.0,5.346153846153846,0.024390243902439025
"Gladdie, of course.","Gladdie, por supuesto.",19.0,3.0,8.0,5.666666666666667,0.10526315789473684,22.0,3.0,9.0,6.666666666666667,0.09090909090909091
- You don't even exist.,- Ni siquiera existes.,23.0,5.0,6.0,3.8,0.13043478260869565,22.0,4.0,8.0,4.75,0.09090909090909091
I got this thing the next day.,Tengo un compromiso al día siguiente.,30.0,7.0,5.0,3.4285714285714284,0.03333333333333333,37.0,6.0,10.0,5.333333333333333,0.02702702702702703
"But if you score more marks than me in Maths, then I'll quit.","Pero si consigues mejores notas que yo en matemáticas, entonces voy dejarlo.",61.0,13.0,6.0,3.769230769230769,0.04918032786885246,76.0,12.0,12.0,5.416666666666667,0.02631578947368421
"Pontifical Catholic University of Ecuador, Faculty of Law (1966-1972)","Universidad Católica Pontificia del Ecuador, Facultad de Derecho (1966-1972)",69.0,9.0,11.0,6.777777777777778,0.057971014492753624,76.0,9.0,11.0,7.555555555555555,0.05263157894736842
"Quickly, Mr. Palmer, let's get him into the van.","Rápido, Sr. Palmer, vamos a meterle en la furgoneta.",48.0,9.0,8.0,4.444444444444445,0.10416666666666667,52.0,9.0,10.0,4.888888888888889,0.07692307692307693
It focused on outcomes reflecting the Agency's efforts to become more results-oriented.,"Se concentra en los resultados, como reflejo de los esfuerzos del Organismo por orientarse más en ese sentido.",87.0,12.0,17.0,6.333333333333333,0.034482758620689655,110.0,18.0,11.0,5.166666666666667,0.01818181818181818
"- Hey, aunt Mel.","- Hola, tía Mel.",16.0,4.0,4.0,3.25,0.1875,16.0,4.0,5.0,3.25,0.1875
"Perhaps you already know a pastoral endeavor, sponsored by the Jesuits, called Pray As You Go. You can find it in English, Spanish, Portuguese and Polish.","Quizá conoces ya un servicio pastoral, patrocinado por los jesuitas, que se llama Rezando Voy. Puedes encontrarlo en inglés, español, portugués y polaco.",154.0,26.0,10.0,4.961538461538462,0.03896103896103896,153.0,23.0,11.0,5.695652173913044,0.0392156862745098
I'll be your guide tonight.,Esta noche le guío yo.,27.0,5.0,8.0,4.6,0.07407407407407407,22.0,5.0,5.0,3.6,0.045454545454545456
"You use compassion like it's a currency, Mr. Canning.","Usa la compasión como si fuera una moneda, Sr. Canning.",53.0,9.0,10.0,5.0,0.07547169811320754,55.0,10.0,9.0,4.6,0.05454545454545454
I've got to see Paris.,- Por Paris.,22.0,5.0,6.0,3.6,0.09090909090909091,12.0,3.0,6.0,3.3333333333333335,0.16666666666666666
The song was mixed by Mark 'Spike' Stent.,La canción fue mezclada por Mark 'Spike' Stent.,41.0,8.0,7.0,4.25,0.07317073170731707,47.0,8.0,8.0,5.0,0.06382978723404255
"Tina, leave me my book.","Tina, deja mi libro.",23.0,5.0,5.0,3.8,0.08695652173913043,20.0,4.0,6.0,4.25,0.1
The product is delivered.,El producto fue entregado.,25.0,4.0,10.0,5.5,0.04,26.0,4.0,10.0,5.75,0.038461538461538464
It's almost time for school.,Es casi la hora de ir a la escuela.,28.0,5.0,7.0,4.8,0.07142857142857142,35.0,9.0,8.0,3.0,0.02857142857142857
Now we just have to figure out how we're gonna pay for it.,Ahora sólo hace falta que encuentre cómo pagar esto...,58.0,13.0,6.0,3.5384615384615383,0.034482758620689655,54.0,9.0,9.0,5.111111111111111,0.05555555555555555
What was your guilt about?,¿por qué te sentías culpable?,26.0,5.0,6.0,4.4,0.038461538461538464,29.0,5.0,9.0,5.0,0.034482758620689655
Sure. That's ashley kemp.,"Claro, es Ashley Kemp.",25.0,4.0,6.0,5.5,0.12,22.0,4.0,6.0,4.75,0.09090909090909091
"Other shareholders in the fund are KfW, AFD, FMO, IFC and Horus Finance & Development, the French-basedmicro-finance technicalassistanceandservices company, whichwill also act as manager of the fund. ¸ The Moma Titanium project is the lasttrancheofaprojectapprovedand partly signed in 2004 for the financing of Kenmare Resources plc’s investment in the mining and processing of heavy mineral sands (for the production of ilmenite) in northern Mozambique.","Otros accionistas del fondo son KfW, AFD, FMO, IFC y Horus Finance & Development, una sociedad de asistencia técnica y servicios para la micro financiación que además tendrá a su cargo la gestión del fondo. ¸ A través de la operación Niger – Financial Sector Global Loan II el FI aporta recursos enmoneda local que permitirán a los bancos intermediarios facilitar un mayor volumen de financiación amedio-largo plazo a las empresas privadas (PYME en particular) para la realización de sus proyectos de inversión.",454.0,64.0,32.0,6.109375,0.02643171806167401,511.0,83.0,14.0,5.168674698795181,0.019569471624266144
That's difficult. lt's all tangled.,Será difícil. Está todo enredado.,35.0,5.0,10.0,6.2,0.11428571428571428,33.0,5.0,9.0,5.8,0.06060606060606061
"Mr President, Commissioner, I should first like to thank Mrs Peijs for her persistence and consistency, which have certainly paid off here.","Señor Presidente, señor Comisario, señora ponente, en primer quiero agradecerle su testarudez y decisión, que ya han dejado su impronta en este asunto.",139.0,22.0,13.0,5.363636363636363,0.02877697841726619,151.0,23.0,11.0,5.608695652173913,0.033112582781456956
The conflict with the Indians in check Terra has the mega hydroelectric The Diquís.,El conflicto con los indígenas térrabas tiene en jaque a la megaplanta hidroeléctrica El Diquís.,83.0,14.0,13.0,5.0,0.012048192771084338,96.0,15.0,14.0,5.466666666666667,0.010416666666666666
Marius is over there.,Marius está ahí.,21.0,4.0,6.0,4.5,0.047619047619047616,16.0,3.0,6.0,4.666666666666667,0.0625
"Because the archetype filters through a symbolic lexicon before manifesting, the same warning may manifest differently for different people depending on what symbols they find meaningful.","Debido a los filtros de arquetípicos a través de un léxico simbólico antes de manifestarse, la misma advertencia se puede manifestar de manera diferente para distintas persona, dependiendo de qué símbolos encuentran ellos significativos.",187.0,26.0,12.0,6.230769230769231,0.0106951871657754,237.0,34.0,15.0,6.0,0.012658227848101266
"Locked & Chained, photo by flickr-user .Bala","Bloqueado y Encadenado, foto del usuario flickr .Bala",44.0,7.0,11.0,5.428571428571429,0.09090909090909091,53.0,8.0,11.0,5.75,0.03773584905660377
"That's good, you got it.","Muy bien, los tengo.",24.0,5.0,6.0,4.0,0.125,20.0,4.0,6.0,4.25,0.1
Please ask at the San Juan Mar del Plata office for the keys to the office and for more information.,Pregunta en la oficina de San Juan Mar del Plata.,100.0,20.0,12.0,4.05,0.01,49.0,10.0,8.0,4.0,0.02040816326530612
Blood is red.,La sangre es roja.,13.0,3.0,5.0,3.6666666666666665,0.07692307692307693,18.0,4.0,6.0,3.75,0.05555555555555555
"That work that primarily is incumbent on to the state, like fundamental guarantor of the personal rights of its citizens, must be daring and watched over the union mobilization for qu they are not left the workers unprotected.","Esa labor que primariamente compete al estado, como primordial garante de los derechos personales de sus ciudadanos, debe estar alentada y vigilada por la movilización sindical para que no queden desprotegidos los trabajadores.",226.0,38.0,12.0,4.973684210526316,0.01327433628318584,227.0,33.0,13.0,5.909090909090909,0.013215859030837005
"The toys kids have nowadays, computers and everything, it's incredible!","Los juguetes que tienen hoy los niños, computadores, y todo eso, ¡es increíble!",71.0,10.0,11.0,6.2,0.056338028169014086,79.0,13.0,13.0,5.153846153846154,0.05063291139240506
There is no doubt that the true challenge for the Security Council is effective implementation on the ground.,No cabe ninguna duda de que el auténtico reto para el Consejo de Seguridad es la aplicación efectiva sobre el terreno.,109.0,18.0,14.0,5.111111111111111,0.009174311926605505,118.0,21.0,10.0,4.666666666666667,0.00847457627118644
This is an intolerable insult to the honor of the police!,¡Es una ofensa intolerable al honor de la policía! - Nos...,57.0,11.0,11.0,4.2727272727272725,0.017543859649122806,59.0,11.0,11.0,4.454545454545454,0.0847457627118644
"Dame,she says she is my cousin.",Dice que es mi prima.,31.0,6.0,8.0,4.333333333333333,0.06451612903225806,21.0,5.0,6.0,3.4,0.047619047619047616
"Not everyone's as desperate for sex as you, Anwar.","Anwar, no todo el mundo está tan deseperado por el sexo como tú.",50.0,9.0,10.0,4.666666666666667,0.06,64.0,13.0,10.0,4.0,0.03125
Field representation and human,Representación sobre el terreno y gestión de recursos humanos,30.0,4.0,14.0,6.75,0.0,61.0,9.0,14.0,5.888888888888889,0.0
Welcome to tape three of my plan...,Bienvenido a la tercera cinta de mi plan...,35.0,7.0,7.0,4.142857142857143,0.08571428571428572,43.0,8.0,10.0,4.5,0.06976744186046512
Because I was born in this virile skin.,Porque nací en esta piel viril.,39.0,8.0,7.0,4.0,0.02564102564102564,31.0,6.0,6.0,4.333333333333333,0.03225806451612903
I don't smoke any more.,Ya no fumo.,23.0,5.0,5.0,3.8,0.08695652173913043,11.0,3.0,5.0,3.0,0.09090909090909091
She chooses the ugliest ladies-in-waiting.,Elige a sus damas entre las más feas. ¿Sabes por qué?,42.0,5.0,18.0,7.6,0.07142857142857142,53.0,11.0,6.0,3.909090909090909,0.03773584905660377
"We would be most grateful if you would, in accordance with the exception to paragraph 7 of General Assembly resolution 42/243, seek the approval of the Committee for the Executive Board of the United Nations Children's Fund (UNICEF) to meet from 16 to 20 September 2002.","Mucho le agradeceremos que, como excepción a lo dispuesto en el párrafo 7 de la resolución 42/243 de la Asamblea General, tenga a bien solicitar la aprobación del Comité de Conferencias para que la Junta Ejecutiva del Fondo de las Naciones Unidas para la Infancia (UNICEF) se reúna del 16 al 20 de septiembre de 2002.",270.0,46.0,10.0,4.891304347826087,0.025925925925925925,317.0,56.0,13.0,4.678571428571429,0.01892744479495268
The Court sought first to determine whether such an issue falls within the scope of Article 18 EC.,"Reglamento (CE) nº 460/2004 del Parlamento Europeo y del Consejo, de 10 de marzo de 2004, por el que se crea la Agencia Europea de Seguridad de las Redes y de la Información (DO L 77, p. 1).",98.0,18.0,9.0,4.5,0.01020408163265306,190.0,38.0,11.0,4.026315789473684,0.05263157894736842
In all cases the institution or organization shall report such withdrawal to the State on whose behalf the certificate was issued.,"En todos los casos, la institución u organización informará al Estado en cuyo nombre se haya expedido el certificado de la retirada de este.",130.0,21.0,12.0,5.238095238095238,0.007692307692307693,140.0,24.0,12.0,4.875,0.014285714285714285
Like what you did to Holt.,"Por ejemplo, lo que le hicieron a Holt.",26.0,6.0,5.0,3.5,0.038461538461538464,39.0,8.0,8.0,4.0,0.05128205128205128
"If I don't take care of my brothers, who will?","Seguro. Si yo no cuido a mis hermanos, ¿quién los va a cuidar?",46.0,10.0,9.0,3.7,0.06521739130434782,62.0,13.0,9.0,3.8461538461538463,0.04838709677419355
"Why are you afraid of questions, Mr. Stillwell?",¿Por qué le teme a las preguntas?,47.0,8.0,10.0,5.0,0.06382978723404255,33.0,7.0,10.0,3.857142857142857,0.030303030303030304
"23. Notes that States parties to an international agreement related to the purposes of the Convention may submit to, inter alia, the Tribunal or the International Court of Justice any dispute concerning the interpretation or application of that agreement which is submitted to it in accordance with that agreement, and notes also the possibility, provided for in the statutes of the Tribunal and the Court, to submit disputes to a chamber;","23. Señala que los Estados partes en un acuerdo internacional relacionado con los fines de la Convención pueden someter, entre otros, al Tribunal o a la Corte Internacional de Justicia toda controversia relativa a la interpretación o la aplicación de dicho acuerdo que se presente de conformidad con el acuerdo, y señala también la posibilidad, prevista en los estatutos del Tribunal y de la Corte, de someter las controversias a una sala;",439.0,71.0,14.0,5.197183098591549,0.015945330296127564,439.0,72.0,14.0,5.111111111111111,0.015945330296127564
"The one on the star, and your sheep...",Ése de la estrella y de la oveja...,38.0,8.0,8.0,3.875,0.10526315789473684,35.0,8.0,8.0,3.5,0.08571428571428572
"The car's not for sale, Suzanne.","El auto no está en venta, Suzanne.",32.0,6.0,8.0,4.5,0.09375,34.0,7.0,8.0,4.0,0.058823529411764705
"No, we're not zoned for this.","No, no estamos en zonas para esto.",29.0,6.0,5.0,4.0,0.10344827586206896,34.0,7.0,7.0,4.0,0.058823529411764705
"There still the Lobo capacity of tracing, from his smell, he is able of recognizing any person or thing. If Lobo knows the smell of a person, he is able to find her/his in the confines of the universe.","Además, la capacidad de rastreo de Lobo a partir de su olfato, le permite reconocer a cualquier persona o cosa. Si Lobo conoce el olor de una persona, es capaz de encontrarla en los confines del universo.",201.0,39.0,11.0,4.17948717948718,0.029850746268656716,204.0,37.0,11.0,4.54054054054054,0.024509803921568627
"Despite the conducive investment environment, it was emphasized that the Government was concerned with declining FDI inflows and the concentration of FDI in a few sectors.","A pesar del ambiente propicio a la inversión, el Gobierno estaba preocupado por la disminución de las entradas de IED y por la concentración de éstas en unos pocos sectores.",171.0,26.0,13.0,5.615384615384615,0.011695906432748537,173.0,30.0,13.0,4.8,0.011560693641618497
Tough week?,¿Una dura semana?,11.0,2.0,5.0,5.0,0.09090909090909091,17.0,3.0,7.0,5.0,0.058823529411764705
Period for which the information is requested …,Período al que se refiere la información solicitada: …,47.0,8.0,11.0,5.0,0.0,54.0,9.0,11.0,5.111111111111111,0.018518518518518517
Any night.,Ninguna noche.,10.0,2.0,6.0,4.5,0.1,14.0,2.0,7.0,6.5,0.07142857142857142
"The proposed budget is ECU 140 million, of which ECU 90 million are to cover work undertaken by the JRC.","La dotación propuesta asciende a 140 millones de ecus, 90 millones de los cuales se destinan a la parte de la que se ocupará el CCI.",104.0,20.0,10.0,4.25,0.019230769230769232,132.0,26.0,9.0,4.115384615384615,0.015151515151515152
- When shall we know?,- ¿Cuándo lo sabremos?,21.0,5.0,5.0,3.4,0.09523809523809523,22.0,4.0,9.0,4.75,0.09090909090909091
To transform her.,Transformarla.,17.0,3.0,9.0,5.0,0.058823529411764705,14.0,1.0,14.0,14.0,0.07142857142857142
"For the purposes of comparison, an approximation for the equivalent of RWA for the Insurance part of KBC was created by dividing Insurance solvency capital by 8 %.","A efectos de comparación, se realizó un cálculo aproximativo del equivalente de RWA para la división de seguros de KBC dividiendo por un 8 % el capital de solvencia de seguros.",163.0,28.0,13.0,4.857142857142857,0.018404907975460124,176.0,31.0,12.0,4.709677419354839,0.017045454545454544
Ninth precinct.,Distrito nueve.,15.0,2.0,9.0,7.0,0.06666666666666667,15.0,2.0,8.0,7.0,0.06666666666666667
"We did everything we could, but... his heart will stop beating in a matter of 24 to 48 hours.","Hemos hecho todo lo que hemos podido, pero... su corazón dejará de latir en cuestión de 24 o 48 horas, como máximo.",93.0,19.0,10.0,3.9473684210526314,0.053763440860215055,115.0,22.0,8.0,4.2727272727272725,0.05217391304347826
"A secret cabin in the middle of the Everglades,",Una cabaña secreta en el medio de los Everglades.,47.0,9.0,11.0,4.333333333333333,0.02127659574468085,49.0,9.0,11.0,4.555555555555555,0.02040816326530612
- It has dropped.,Lo dejó,17.0,4.0,8.0,3.5,0.11764705882352941,7.0,2.0,4.0,3.0,0.0
Many of the children did not believe that their behaviour put them at any risk.,Pocos niños consideraban que su conducta fuera arriesgada.,79.0,15.0,9.0,4.333333333333333,0.012658227848101266,58.0,8.0,12.0,6.375,0.017241379310344827
"You've made things easier for my daughter lately, and I just want to repay you by making things a little easier for you.","Has hecho las cosas más fáciles para mi hija ultimamente, y solo quiero compensártelo Haciendo las cosas más faciles para vos.",120.0,23.0,8.0,4.260869565217392,0.025,126.0,21.0,13.0,5.0476190476190474,0.015873015873015872
One of the objectives set out in the document presented by the Commission on 3 March is to reduce the number of people at risk of falling into poverty by 20 million.,Precisamente uno de los objetivos cuantificados del documento que presentó la Comisión Europea el 3 de marzo es el objetivo de rebajar en veinte millones de personas aquellas que están en riesgo de caer en la pobreza.,165.0,32.0,10.0,4.1875,0.006060606060606061,217.0,37.0,13.0,4.891891891891892,0.004608294930875576
"The Philippines invited all Member States to participate actively in the Second Global Forum on Migration and Development to be held in Manila from 27 to 30 October, whose outcome would feed into the Second Committee's consideration of the biennial resolution on international migration and development.","Filipinas invita a todos los Estados Miembros a participar con dinamismo en el Segundo Foro Mundial sobre la Migración y el Desarrollo que se celebrará en Manila del 27 al 30 de octubre, y cuyos resultados se integrarán en el examen de la resolución bienal sobre la migración internacional y el desarrollo que realice la Segunda Comisión. El Sr.",303.0,46.0,13.0,5.608695652173913,0.009900990099009901,345.0,59.0,13.0,4.864406779661017,0.008695652173913044
"oh boy, Timmy!","¡Oh colega, Timmy!",14.0,3.0,6.0,4.0,0.14285714285714285,18.0,3.0,7.0,5.333333333333333,0.1111111111111111
"When unification took place, environmental problems in the new Länder were particularly alarming","El parque de viviendas era y continúa siendo poco atractivo y de mala calidad, ya que la gestión del habitat",96.0,13.0,13.0,6.461538461538462,0.010416666666666666,108.0,20.0,9.0,4.45,0.009259259259259259
"Down in Strucker's lab, I saw some fairly advanced robotics work.",En el laboratorio de Strucker había trabajo de robótica avanzada.,65.0,11.0,10.0,5.0,0.046153846153846156,65.0,10.0,11.0,5.6,0.015384615384615385
"Me and Marissa, we could be related.",Marissa y yo. Podríamos estar relacionados.,36.0,7.0,8.0,4.285714285714286,0.05555555555555555,43.0,6.0,13.0,6.333333333333333,0.046511627906976744
"I guarantee that, with the cooperation of the Guinea-Bissau population, and since he has no external support, he will be captured and brought to justice, as was done in the case of Nino Vieira.","Aseguro que con la cooperación de la población de Guinea-Bissau, y dado que no cuenta con apoyo del exterior, será capturado y sometido a la justicia, como se hizo en el caso de Nino Vieira.",193.0,34.0,13.0,4.705882352941177,0.031088082901554404,190.0,35.0,14.0,4.457142857142857,0.02631578947368421
"Is it, like, a bird-feeder or a shoe rack?","¿Es una pajarera, o quizá una zapatera?",42.0,9.0,11.0,3.7777777777777777,0.09523809523809523,39.0,7.0,9.0,4.714285714285714,0.05128205128205128
Especially June and July.,Sobre todo junio y julio,25.0,4.0,10.0,5.5,0.04,24.0,5.0,5.0,4.0,0.0
At least I know who I am.,Al menos sé quien soy.,25.0,7.0,5.0,2.7142857142857144,0.04,22.0,5.0,5.0,3.6,0.045454545454545456
The extent of the reassessment will depend on the nature of the changes and the number of people affected by them.,• la introducción de nuevas medidas de control de las vibraciones.,114.0,21.0,12.0,4.476190476190476,0.008771929824561403,66.0,11.0,12.0,5.090909090909091,0.015151515151515152
"Ok, i'll just keep digging, all right?","Ok, voy a seguir cavar, ¿de acuerdo?",38.0,7.0,8.0,4.571428571428571,0.10526315789473684,36.0,7.0,8.0,4.285714285714286,0.08333333333333333
- My partner .,- Mi compañera.,14.0,4.0,7.0,2.75,0.14285714285714285,15.0,3.0,10.0,4.333333333333333,0.13333333333333333
Additional pain management strategies,Otras estrategias de manejo del dolor,37.0,4.0,10.0,8.5,0.0,37.0,6.0,11.0,5.333333333333333,0.0
