en,de,domain
(b) as regards the slaughter premium:,b) in Bezug auf die Schlachtprämie:,law
Mikro+Polo d.o.o.,Mikro+Polo d.o.o.,law
"(15) The integration of young people into the world of work is an essential part of their integration into society, and this also calls for all their skills and competences acquired as part of their experience of informal education to be recognised and for a high premium to be put on their importance.","(15) Die Eingliederung der Jugendlichen in die Arbeitswelt ist eine wichtige Komponente ihrer Eingliederung in die Gesellschaft; sie erfolgt auch über eine Anerkennung und Nutzbarmachung all ihrer Fähigkeiten und Kompetenzen, die sie über Erfahrungen mit nicht formaler Bildung erworben haben.",law
"(b) to compound foodstuffs to which oils, fats or mixtures thereof have been added and the overall fat content of which exceeds 5 % ; Member States may, however, also apply the provisions of this Directive to these foodstuffs when their fat content is equal to or less than 5 %.","b ) für zusammengesetzte Lebensmittel , denen Öle , Fette oder Mischungen davon zugesetzt wurden , mit einem Gesatfettgehalt von mehr als 5 % ; die Mitgliedstaaten können jedoch diese Richtlinie auch auf Lebensmittel anwenden , deren Fettgehalt 5 % oder weniger beträgt .",law
"- are of an occasional nature,","- gelegentlich erfolgen,",law
"The Implementation Committee established by Decision 1997/2 of the Executive Body at its 15th session shall carry out such reviews and report to the Parties meeting within the Executive Body in accordance with the terms of the Annex to that Decision, including any amendments thereto.","Der durch den Beschluss 1997/2 des Exekutivorgans auf seiner fünfzehnten Tagung eingesetzte Durchführungsausschuss führt diese Überprüfungen durch und erstattet den im Exekutivorgan zusammentretenden Vertragsparteien in Übereinstimmung mit dem Anhang zu diesem Beschluss, einschließlich seiner Änderungen, Bericht.",law
(iii) the engine must be used in a generator or a pump;,iii) der Motor muss in einem Generator oder in einer Pumpe verwendet werden;,law
In making such amendments account shall be taken of technical and scientific progress as well as of the requirements of health and agriculture.,Bei diesen Änderungen wird insbesondere dem Stand der technischen und wissenschaftlichen Kenntnisse sowie den gesundheitlichen und landwirtschaftlichen Bedürfnissen Rechnung getragen.,law
"(a) recreational craft, personal watercraft and components referred to in Annex II, which are regarded as meeting the corresponding essential requirements set out in Annex I;","a) Sportboote, Wassermotorräder und ihre Bauteile nach Anhang II, bei denen davon auszugehen ist, dass sie den in Anhang I genannten grundlegenden Anforderungen genügen;",law
'1. In Article 16:,"""(1) In Artikel 16",law
(a) where an asylum seeker:,a) wenn ein Asylbewerber,law
2. Member States shall ensure that a fee is levied for the costs incurred in approving certain establishments and intermediaries in accordance with Article 5 of Directive 95/69/EC.,"(2) Die Mitgliedstaaten tragen dafür Sorge, daß für die Kosten, die durch die Zulassung bestimmter Betriebe und zwischengeschalteter Personen gemäß Artikel 5 der Richtlinie 95/69/EG entstehen, eine Gebühr erhoben wird.",law
3. The Commission shall withdraw recognition of the organizations referred to in paragraph 1 in the circumstances referred to in Article 3 (3).,(3) Die Kommission entzieht den in Absatz 1 genannten Verbänden die Anerkennung in den in Artikel 3 Absatz 3 genannten Fällen.,law
(b) take samples for examination and analysis;,b) zur Prüfung und Analyse Proben zu nehmen;,law
"Having regard to Council Directive 76/756/EEC of 27 July 1976 on the approximation of the laws of the Member States relating to the installation of lighting and light-signalling devices on motor vehicles and their trailers (3), as last amended by Commission Directive 91/663/EEC (4), and in particular Article 5 thereof,","gestützt auf die Richtlinie 76/756/EWG des Rates vom 27. Juli 1976 zur Angleichung der Rechtsvorschriften der Mitgliedstaaten über den Anbau der Beleuchtungs- und Lichtsignaleinrichtungen für Kraftfahrzeuge und Kraftfahrzeuganhänger (3), zuletzt geändert durch die Richtlinie 91/663/EWG der Kommission (4), insbesondere auf Artikel 5, in Erwägung nachstehender Gründe:",law
- new accessories to V-21:,- neues Zubehör für V-21:,law
"Whereas the request submitted by Nepal satisfies the requirements of Article 76; whereas in particular the introduction of quantitative conditions (on annual basis) reflecting the Community market's capacity to absorb the Nepalese products, Nepal's export capacity and actual recorded trade flows is such as to prevent injury to the corresponding branches of Community industry;","Dieser Antrag erfuellt die Voraussetzungen des Artikels 76. Vor allem durch die Einführung bestimmter Bedingungen hinsichtlich der (jährlichen) Mengen, die unter Berücksichtigung sowohl des Absorptionsvermögens des Gemeinschaftsmarkts für solche Waren aus Nepal als auch der Ausfuhrkapazität Nepals und der bestehenden Handelsströme festgelegt wurden, dürfte jegliche Schädigung des entsprechenden Wirtschaftszweigs der Gemeinschaft ausgeschlossen sein.",law
"(5) The consultation with technical experts in the field confirms that the revised IAS 32 Financial instruments: disclosure and presentation and IFRIC Interpretation 1 Changes in existing decommissioning, restoration and similar liabilities meet the technical criteria for adoption set out in Article 3(2) of Regulation (EC) No 1606/2002 and in particular the requirement of being conducive to the European public good.","(5) Die Konsultation der technischen Sachverständigen in diesem Bereich hat bestätigt, dass der überarbeitete IAS 32 Finanzinstrumente: Angaben und Darstellung sowie IFRIC 1 Änderungen bestehender Rückstellungen für Entsorgungs-, Wiederherstellungs- und ähnliche Verpflichtungen den technischen Kriterien für ihre Übernahme im Sinne von Artikel 3 Absatz 2 der Verordnung (EG) Nr. 1606/2002 und insbesondere der Anforderung, der zufolge sie dem europäischen Gemeinwohl zu dienen haben, entsprechen.",law
"(6) Supervision of an issuer of shares, or of debt securities the denomination per unit of which is less than EUR 1000, for the purposes of this Directive, would be best effected by the Member State in which the issuer has its registered office.","(6) Für die Zwecke dieser Richtlinie sollte die Beaufsichtigung eines Emittenten von Aktien oder von Schuldtiteln mit einer Stückelung von weniger als 1000 EUR am besten durch den Mitgliedstaat erfolgen, in dem der Emittent seinen Sitz hat.",law
"1. Without prejudice to specific Community rules for certain products, the products referred to in points (i), (ii) and (iv) of Article 14 (1) of Council Directive 90/675/EEC shall not be the subject of the systematic veterinary checks set out in chapter I of this Directive if they are less than 1 kilo in weight and destined for human consumption.","(1) Unbeschadet spezifischer Gemeinschaftsvorschriften für bestimmte Erzeugnisse unterliegen die in Artikel 14 Absatz 1 Ziffern i), ii) und iv) der Richtlinie 90/675/EWG genannten Erzeugnisse nicht den in Kapitel 1 dieser Richtlinie festgelegten systematischen Veterinärkontrollen, sofern die Menge 1 Kilogramm nicht übersteigt und sie für den menschlichen Verzehr bestimmt sind.",law
Whereas Commission Decision 91/449/EEC is revoked by Commission Decision 97/221/EC (15);,Die Entscheidung 91/449/EWG wird mit der Entscheidung 97/221/EG (15) aufgehoben.,law
"Regulations (EEC) No 346/79, (EEC) No 351/79, (EEC) No 460/79, (EEC) No 456/80, (EEC) No 457/80, (EEC) No 458/80, (EEC) No 1873/84, (EEC) No 895/85, (EEC) No 822/87, (EEC) No 823/87, (EEC) No 1442/88, (EEC) No 3877/88, (EEC) No 4252/88, (EEC) No 2046/89, (EEC) No 2048/89, (EEC) No 2389/89, (EEC) No 2390/89, (EEC) No 2391/89, (EEC) No 2392/89, (EEC) No 3677/89, (EEC) No 3895/91, (EEC) No 2332/92 and (EEC) No 2333/92 are hereby repealed.","Die Verordnungen (EWG) Nr. 346/79, (EWG) Nr. 351/79, (EWG) Nr. 460/79, (EWG) Nr. 456/80, (EWG) Nr. 457/80, (EWG) Nr. 458/80, (EWG) Nr. 1873/84, (EWG) Nr. 895/85, (EWG) Nr. 822/87, (EWG) Nr. 823/87, (EWG) Nr. 1442/88, (EWG) Nr. 3877/88, (EWG) Nr. 4252/88, (EWG) Nr. 2046/89, (EWG) Nr. 2048/89, (EWG) Nr. 2389/89, (EWG) Nr. 2390/89, (EWG) Nr. 2391/89, (EWG) Nr. 2392/89, (EWG) Nr. 3677/89, (EWG) Nr. 3895/91, (EWG) Nr. 2332/92 und (EWG) Nr. 2333/92 werden aufgehoben.",law
"(8) The Council has decided, by its Decision of 12 July 1999(10), to apply on a provisional basis the Agreement between the European Community and the Kingdom of Cambodia on trade in textile products.","(8) Der Rat hat mit Beschluß vom 12. Juli 1999(10) beschlossen, das Abkommen zwischen der Europäischen Gemeinschaft und dem Königreich Kambodscha über den Handel mit Textilwaren vorläufig anzuwenden.",law
The next transmission shall cover the first three survey years 2004-2006 (2005-2007) and shall take place respectively by the end of March 2008 and 2009.,Die nächste Übermittlung betrifft die ersten drei Erhebungsjahre 2004-2006 (2005-2007) und erfolgt bis Ende März 2008 bzw. 2009.,law
"A favourable decision is hereby taken, according to which, consent shall be given under Article 13 of Directive 90/220/EEC by the authorities of France for the placing on the market of the following product, notified by the Société nationale d'exploitation industrielle des tabacs et allumettes (Seita) (Notification number: C/F/93/08-02):","Hiermit wird entschieden, daß die französischen Behörden dem Inverkehrbringen des nachstehenden Produktes, das von der Société Nationale d'Exploitation Industrielle des Tabacs et Allumettes (Seita) unter der Nummer C/F/93/08-02 angemeldet wurde, ihre Zustimmung erteilen sollen.",law
"The amount of SG& A expenses was based on domestic sales of IGH, which were made in representative quantities.","Der Betrag für die VVG-Kosten wurde anhand der Inlandsverkäufe ermittelt, die in repräsentativen Mengen getätigt wurden.",law
"Decisions 92/91/EEC, 94/205/EC and 95/119/EC are repealed.","Die Entscheidungen 92/91/EWG, 94/205/EG und 95/119/EG werden aufgehoben.",law
"2. The health inspection for the issuing of the health certificate, including additional guarantees, for a consignment of animals referred to in paragraph 1 shall be carried out in the holding of origin or in an assembly centre or in an approved dealer's premises.","(2) Die für die Ausstellung der Gesundheitsbescheinigung, einschließlich etwa erforderlicher zusätzlicher Garantien, für die Versendung von Tieren gemäß Absatz 1 erforderlichen Untersuchung erfolgt im Herkunftsbetrieb oder in einer Sammelstelle oder in einem zugelassenen Händlerbetrieb.",law
"This should enable a verification of whether the risk-mitigation measures imposed by Member States really limit the possible risks for operators and hares to an acceptable level, and, if appropriate, a re-evaluation, in line with scientific progress, of the properties and potentially related risks to humans and the environment.","Dies sollte ermöglichen zu prüfen, ob die von den Mitgliedstaaten getroffenen Risikobegrenzungsmaßnahmen tatsächlich die möglichen Risiken für Anwender und Hasen auf ein annehmbares Niveau begrenzen, und gegebenenfalls in Übereinstimmung mit dem wissenschaftlichen Fortschritt eine Neubewertung der Eigenschaften und möglichen Risiken für den Menschen und die Umweltermöglichen.",law
(b) the issuing of export licences may be totally or partly suspended;,b) vollständige oder teilweise Einstellung der Erteilung von Ausfuhrlizenzen;,law
"- data on physico-chemical properties of the substance and on pathways and environmental fate,",- die physikalisch-chemischen Angaben zu dem Stoff sowie Angaben über Verbleib und Verhalten in der Umwelt;,law
"1. Where NEAFC inspectors find that there are clear grounds for believing that a fishing vessel has engaged in an activity contrary to the conservation measures adopted by the NEAFC, they shall:","(1) Hat ein NEAFC-Inspektor begründeten Anlaß zu vermuten, daß eine Tätigkeit eines Fischereifahrzeugs den Bestandserhaltungsmaßnahmen der NEAFC zuwiderläuft, so",law
"In preparing its report, the Commission shall consult as widely as possible with the various industries concerned and with consumer groups and supervisory bodies.",Bei der Vorbereitung ihres Berichts konsultiert die Kommission möglichst umfassend die verschiedenen einschlägigen Sektoren sowie Verbrauchergruppen und Aufsichtsbehörden.,law
(iii) any decommissioned facility or decommissioned location outside facilities where nuclear material was customarily used.,"iii) jeder stillgelegten Anlage und jedem stillgelegten Ort außerhalb von Anlagen, wo üblicherweise Kernmaterial verwendet wurde;",law
Interest shall be calculated on the basis of the reference rate used for calculating the grant equivalent of regional aid.,Die Zinsen werden auf der Grundlage des für die Berechnung des Subventionsäquivalents der Regionalbeihilfen verwendeten Bezugssatzes errechnet.,law
"1. The rules laid down by Directive 91/496/EEC shall apply, in particular with regard to the organization of and follow-up to the checks.","(1) Die Richtlinie 91/496/EWG ist anwendbar, und zwar insbesondere in bezug auf die Durchführung der Kontrollen und die sich daran anschließenen Maßnahmen.",law
"The texts of Decisions 2005/338/EC, 2005/341/EC, 2005/342/EC, 2005/343/EC, 2005/344/EC, 2005/384/EC, 2005/360/EC and 2002/747/EC in the Icelandic and Norwegian languages, to be published in the EEA Supplement to the Official Journal of the European Union, shall be authentic.","Der Wortlaut der Entscheidungen 2005/338/EG, 2005/341/EG, 2005/342/EG, 2005/343/EG, 2005/344/EG, 2005/384/EG, 2005/360/EG und 2002/747/EG in isländischer und norwegischer Sprache, der in der EWR-Beilage des Amtsblattes der Europäischen Union veröffentlicht wird, ist verbindlich.",law
"2. The competent authorities of the flag Member State shall, at the request of the inspection authorities of another Member State which are inspecting a vessel in the waters within its jurisdiction, confirm the information referred to in Article 4.","(2) Die zuständigen Behörden des Flaggenmitgliedstaats müssen auf Anfrage der zuständigen Kontrollbehörden eines anderen Mitgliedstaats, die in den Gewässern unter der Gerichtsbarkeit dieses anderen Mitgliedstaats ein Schiff überprüfen, die Angaben gemäß Artikel 4 bestätigen.",law
"(4) At its ninth session from 30 September to 4 October 2002, the Intergovernmental Negotiating Committee for the Convention decided that the chemical monocrotophos should also be subject to the interim PIC procedure.","(4) Auf ihrer neunten Sitzung vom 30. September bis zum 4. Oktober 2002 beschloss der zwischenstaatliche Verhandlungsausschuss für das Übereinkommen, dass auch die Chemikalie Monocrotophos dem vorläufigen PIC-Verfahren zu unterziehen ist.",law
"Poles and networks of excellence should be strengthened, better overall use should be made of public support mechanisms to boost private sector innovation, and a better leverage effect of public investments and a modernised management of research institutions and universities should be ensured.","Spitzenkompetenzzentren und -netze sollten ausgebaut werden, die öffentlichen Fördermaßnahmen zur Ankurbelung privater Innovation sollten insgesamt besser genutzt werden, die öffentlichen Investitionen sollten effizienter eingesetzt werden und es sollte für eine Modernisierung der Verwaltung von Forschungseinrichtungen und Universitäten gesorgt werden.",law
- TIETTY KÄYTTÖTARKOITUS,- TIETTY KÄYTTÖTARKOITUS,law
"Pursant to Article 11 of the Agreement relating to scientific and technical cooperation between the European Community and Australia, the President of the Council shall give notification that the procedures for entry into force of the attached amending Agreement have been completed on the part of the Community.","Der Präsident des Rates unterrichtet nach Artikel 11 des Abkommens zwischen der Europäischen Gemeinschaft und Australien über wissenschaftlich-technische Zusammenarbeit die andere Vertragspartei darüber, daß die von seiten der Gemeinschaft für das Inkrafttreten des Änderungsabkommens erforderlichen Verfahren abgeschlossen sind.",law
"62000 _BAR_ 68000 _BAR_ 62183,18 _BAR_","62000 _BAR_ 68000 _BAR_ 62183,18 _BAR_",law
"3.(a)Where a differential supplement has to be provided, the French competent institution shall every month send the institution of the place of residence a certificate concerning the continuation or termination of the provision of family allowances, in accordance with the model form E 413 F reproduced below.","3.a)Ist eine Ausgleichszulage zu zahlen, so übermittelt der französische zuständige Träger dem Wohnortträger monatlich eine Bescheinigung über Beibehaltung oder Beendigung der Zahlung der Familienbeihilfen nach Vordruckmuster E 413 F.",law
(2005/168/EC),(2005/168/EG),law
"Until an award has been made, however, the arbitration board shall be empowered to reopen the hearing where fresh evidence which may have a decisive influence on its opinion comes to light, or where, after a more thorough examination, it wishes to have certain points clarified.","Solange der Schiedsspruch noch nicht ergangen ist , kann die Schiedsgruppe jedoch die Verhandlung wiedereröffnen , wenn neue Beweismittel zutage getreten sind , die die Entscheidung maßgeblich beeinflussen können , oder wenn sie nach einer eingehenderen Untersuchung über bestimmte Punkte Aufklärung zu erhalten wünscht .",law
"Whereas, to ensure that the export refund system is correctly applied, oils with a high free fatty acid content which are produced and marketed on a very small scale should be excluded from the refund ; whereas for the same purpose subheading No 15.07 A II of the Common Customs Tariff should be subdivided into virgin olive oil and other oil falling within the same subheading;","Um eine ordnungsgemässe Anwendung der Regelung über die Ausfuhrerstattungen sicherzustellen, sollten Öle mit hohem Gehalt an freien Fettsäuren, bei denen Erzeugung wie Handel unbedeutend sind, von der Gewährung der Erstattung ausgenommen werden. Zu diesem Zweck ist es ebenfalls angebracht, die Tarifstelle 15.07 A II des Gemeinsamen Zolltarifs zu unterteilen, und zwar nach Jungfernölen und anderen Ölen dieser Tarifstelle.",law
"2. Reports and reasoned opinions shall be adopted by simple majority of all members of the Technical Commission, each Member State having a single vote that shall be cast by the standing member or in his absence by his deputy.","(2) Berichte und mit Gründen versehene Stellungnahmen werden mit der einfachen Mehrheit der Mitglieder genehmigt bzw. abgegeben, wobei jeder Mitgliedstaat nur eine Stimme hat, die vom ordentlichen Mitglied oder bei dessen Verhinderung von seinem Stellvertreter abgegeben wird.",law
of 20 December 1989,vom 20. Dezember 1989,law
INITIAL CAPITAL,ANFANGSKAPITAL,law
(24) Services operated under contract to a public authority may require special rules to safeguard their attractiveness to users.,"(24) Für Verkehrsdienste, die vertraglich für öffentliche Auftraggeber erbracht werden, sind gegebenenfalls besondere Regeln erforderlich, damit ihre Attraktivität für die Nutzer erhalten bleibt.",law
"1. Storage contracts for grape musts, concentrated grape musts and rectified concentrated grape musts shall expire between 1 August and 30 November following the date of conclusion.","(1) Verträge über die Lagerung von Traubenmost, konzentriertem Traubenmost und rektifiziertem Traubenmostkonzentrat werden zwischen dem 1. August und 30. November nach ihrem Abschluß ungültig.",law
"BEING Parties to the Vienna Convention for the protection of the ozone layer,","ALS Vertragsparteien des Wiener Übereinkommens zum Schutz der Ozonschicht,",law
Regulation (EEC) No 2115/77 is hereby repealed.,Die Verordnung (EWG) Nr. 2115/77 wird aufgehoben.,law
3 . A MONTHLY REPRESENTATION ALLOWANCE SHALL BE PAID TO MEMBERS OF THE COURT AS FOLLOWS :,( 3 ) DIE MITGLIEDER DES GERICHTSHOFES ERHALTEN EINE MONATLICHE AUFWANDSENTSCHÄDIGUNG IN HÖHE VON,law
"- the sales data of all the other Community producers, estimated on the basis of production data.",- auf der Grundlage der Produktionsdaten geschätzte Verkaufszahlen aller übrigen Gemeinschaftshersteller.,law
"(g) have free access to any relevant information or records held by the owner, the operator or the manufacturer of the aircraft and by the authorities responsible for civil aviation or airport operation.","g) ungehinderter Zugang zu allen sachdienlichen Informationen des Eigentümers, des Halters und des Herstellers des Luftfahrzeugs sowie der für die Zivilluftfahrt und den Flughafenbetrieb zuständigen Behörden.",law
"(g) vehicles carrying material or equipment to be used by the driver in the course of his or her work, provided that driving the vehicle is not the driver's principal activity.","g) Fahrzeugen zur Beförderung von Material oder Ausrüstung, das der Fahrer zur Ausübung seines Berufs verwendet, sofern es sich beim Führen des Fahrzeugs nicht um die Hauptbeschäftigung des Fahrers handelt.",law
"The levels may be changed to take account of new uses, new information and data and, in particular, should be urgently reconsidered with a view to reduction if concerns about dietary exposure of consumers, based on new or reviewed information, are brought to the attention of the Commission, in particular in implementation of Article 4 of Directive 76/895 and Article 8 of Directive 90/642/EEC.","Die Gehalte können geändert werden, um neuen Verwendungen sowie neuen Informationen und Daten Rechnung zu tragen, und sollten insbesondere umgehend nach unten angepasst werden, wenn der Kommission Bedenken hinsichtlich der Exposition der Verbraucher durch die Nahrung angetragen werden, die auf neuen oder überarbeiteten Informationen beruhen, insbesondere in Anwendung von Artikel 4 der Richtlinie 76/895/EWG oder Artikel 8 der Richtlinie 90/642/EWG.",law
"concerning the conclusion of the framework Agreement for Trade and Cooperation between the European Community and its Member States, on the one hand, and the Republic of Korea, on the other hand",über den Abschluss des Rahmenabkommens für den Handel und die Zusammenarbeit zwischen der Europäischen Gemeinschaft und ihren Mitgliedstaaten einerseits und der Republik Korea andererseits,law
"(4) In the framework of the common wheat and barley tariff quota, it is important to harmonize the dates of application in all Member States in case of national holidays.",(4) Bei den Zollkontingenten für Weichweizen und Gerste müssen die Tage für die Beantragung der Lizenzen in allen Mitgliedstaaten in Bezug auf staatliche Feiertage harmonisiert werden.,law
"(d) for three consecutive years in an employed capacity where the beneficiary proves that he has received previous training for the activity in question, attested by a nationally recognised certificate or regarded by a competent professional or trade body as fully satisfying its requirements.","d) ununterbrochene dreijährige Tätigkeit als Unselbständiger, wenn der Begünstigte für die betreffende Tätigkeit eine vorherige Ausbildung nachweist, die durch ein staatlich anerkanntes Zeugnis bestätigt oder von einer zuständigen Berufs- oder Handelsinstitution als vollwertig anerkannt ist.",law
COMMISSION REGULATION (EC) No 2780/1999,VERORDNUNG (EG) Nr. 2780/1999 DER KOMMISSION,law
establishing a mechanism for evaluating the legal systems and their implementation at national level in the fight against terrorism,zur Schaffung eines Mechanismus für die Begutachtung der einzelstaatlichen gesetzlichen Regelungen zur Bekämpfung des Terrorismus und ihrer Anwendung,law
( E ) IN GREECE : ! ( . . . ) ;,"e) in Griechenland: >PIC FILE= ""T0023591"">",law
"In order to achieve the objectives of this Agreement, a financial cooperation package shall be made available to the Palestinian Authority in accordance with the appropriate procedures and the financial resources required.",Zur Verwirklichung der Ziele dieses Abkommens wird ein Gesamtkonzept der finanziellen Zusammenarbeit zugunsten der Palästinensischen Behörde nach geeigneten Verfahren und mit entsprechenden Finanzmitteln verwirklicht.,law
"- 10 % of the total quantity, until 31 August.",- 10 % der Gesamtmenge bis zum 31. August jedes Jahres.,law
The Member State in whose territory checks are made shall provide the experts with all the assistance necessary for carrying out their duties.,"Der Mitgliedstaat, in dessen Hoheitsgebiet eine Kontrolle durchgeführt wird, gewährt den Sachverständigen jede für die Erfuellung ihrer Aufgabe erforderliche Hilfe.",law
"(58) In accordance with Article 2(3) of the basic Regulation, normal value was constructed on the basis of each exporting producer's own cost of manufacturing plus a reasonable amount for selling, general and administrative (SG&A) expenses and for profit.",(58) Gemäß Artikel 2 Absatz 3 der Grundverordnung wurde der Normalwert für jeden ausführenden Hersteller auf der Grundlage der tatsächlich verzeichneten Herstellkosten zuzüglich eines angemessenen Betrags für VVG-Kosten und für Gewinne errechnet.,law
"- yellowfin tuna (Thunnus albacares) weighing more than 10 kg each: 11433,536 tonnes.","- Gelbflossenthun (Thunnus albacares) mit einem Stückgewicht über 10 kg: 11433,536 t.",law
3. The farmer shall declare the parcels corresponding to the eligible hectare accompanying any payment entitlement.,"(3) Der Betriebsinhaber meldet die Parzellen an, die der beihilfefähigen Fläche für jeden Zahlungsanspruch entsprechen.",law
"3.Further to paragraph 2, in the case of parcels being declared for the purposes of the single payment scheme, any features referred to in the acts listed in Annex III to Regulation (EC) No 1782/2003 or which may form part of the good agricultural and environmental condition as referred to in Article 5 and Annex IV of that Regulation shall form part of the total area of an agricultural parcel.","3. Über die Bestimmungen des Absatzes 2 hinaus sind bei den zur Betriebsprämienregelung angemeldeten Parzellen alle Landschaftsmerkmale, die in den in Anhang III der Verordnung (EG) Nr. 1782/2003 aufgeführten Rechtsakten genannt oder Bestandteil des in Artikel 5 und Anhang IV derselben Verordnung bezeichneten guten landwirtschaftlichen und ökologischen Zustands sein können, Teil der Gesamtfläche der landwirtschaftlichen Parzelle.",law
Εξακρίβωση του τελωνείου εξόδου ή του τελωνείου προορισμού του T5: ...,Εξακρίβωση του τελωνείου εξόδου ή του τελωνείου προορισμού του T5: ...,law
"(44) After due consideration of Daicel’s cooperation under the 1996 Leniency Notice, and having taken into account the stage of the procedure when this cooperation took place, the Commission grants it, in accordance with the first and second indent of Section D(2) of that Notice, a 30 % reduction of the fine that would have been imposed if it had not cooperated with the Commission.",(44) Nach gebührender Berücksichtigung des Kooperationsbeitrags von Daicel im Sinne der Kronzeugenregelung von 1996 sowie des Stands des Verfahrens zum Zeitpunkt der Zusammenarbeit gewährt die Kommission dem Unternehmen nach Maßgabe von Abschnitt D Ziffer 2 erster und zweiter Gedankenstrich der Regelung eine Ermäßigung der ansonsten fälligen Geldbuße um 30 %.,law
"In particular, contracting authorities shall include in the contract notice as accurate as possible a description of the works to be carried out so as to enable interested contractors to form a valid idea of the project.","Der öffentliche Auftraggeber gibt in der Bekanntmachung der Bauaufträge insbesondere eine möglichst genaue Beschreibung der auszuführenden Arbeiten, damit die daran interessierten Unternehmer das auszuführende Vorhaben richtig beurteilen können.",law
"Tax deductions are only given to investing stockholders, not stock-issuing companies.","Die Steuergutschriften kämen ausschließlich den investierenden Aktionären, nicht aber den die Aktien ausgebenden Unternehmen zugute.",law
"amending the Annex to Council Directive 90/642/EEC as regards maximum residue levels for chlormequat, lambda-cyhalothrin, kresoxim-methyl, azoxystrobin and certain dithiocarbamates","zur Änderung des Anhangs der Richtlinie 90/642/EWG hinsichtlich der Hoechstgehalte an Rückständen für Chlormequat, lambda-Cyhalothrin, Kresoxim-methyl, Azoxystrobin und bestimmte Dithiocarbamate",law
"(a) lay down the Statutes and rules of procedure of the Centre, including its supervisory bodies;","a) legt er die Satzung und die Geschäftsordnung des Zentrums, einschließlich seiner Aufsichtsorgane, fest;",law
"1 . ACTING UNANIMOUSLY ON A PROPOSAL FROM THE COMMISSION , THE COUNCIL SHALL LAY DOWN BEFORE 31 DECEMBER 1985 THE ADDITIONAL REQUIREMENTS WITH WHICH FROZEN MEAT MUST COMPLY .","( 1 ) DER RAT ERLÄSST AUF VORSCHLAG DER KOMMISSION EINSTIMMIG VOR DEM 31 . DEZEMBER 1985 DIE ERGÄNZENDEN VORSCHRIFTEN , DENEN GEFRORENES FLEISCH ENTSPRECHEN MUSS .",law
"- rescue and restructuring aid notified individually to the Commission, for all firms irrespective of size,","- bei der Kommission einzeln angemeldete Beihilfen zur Rettung und Umstrukturierung für alle Unternehmen, unabhängig von deren Größe,",law
"Whereas the additional investment required for nuclear plant by comparison with conventional plant, combined with the costs arising out of the increase in the price of petroleum products which affect the operating costs of existing conventional power stations, means that electricity producers are being forced to borrow more;","Der zusätzliche Aufwand an Investitionen, der für die nukleare Ausrüstung im Vergleich zur herkömmlichen Ausrüstung notwendig ist, zusammen mit der sich aus der Erhöhung der Preise für Erdölerzeugnisse ergebenden Belastung, die sich auf die Betriebskosten der vorhandenen herkömmlichen Kraftwerke auswirkt, zwingt die Elektrizitätserzeuger zu verstärkter Kreditaufnahme.",law
The paperboard is covered on each side with a sheet of artificial plastic material that is welded on all four edges and in the part corresponding to the slots.,Der Bogen aus Pappe ist beidseitig mit einer an den vier Kanten und über den ausgestanzten Streifen verschweissten Kunststoffolie überzogen.,law
"Whereas the work undertaken in the field of the conservation, characterization, collection and utilization of genetic resources in agriculture should increase diversification in agriculture, help to maintain biological diversity, improve the quality of agricultural products and reduce inputs and agricultural production costs by promoting, in particular, the extensification of agricultural production;","Die Anstrengungen auf dem Gebiet der Erhaltung, Beschreibung, Sammlung und Nutzung der genetischen Ressourcen der Landwirtschaft sind dazu geeignet, zur Diversifizierung in der Landwirtschaft und zur Erhaltung der biologischen Vielfalt beizutragen, die Qualität der landwirtschaftlichen Erzeugnisse zu verbessern und den Bedarf an Betriebsmitteln sowie die Produktionskosten zu senken, da sie insbesondere die Extensivierung der Landwirtschaft unterstützen.",law
Article 3 of Regulation (EEC) No 154/75 is hereby replaced by the following:,Artikel 3 der Verordnung (EWG) Nr. 154/75 erhält folgende Fassung:,law
"(27) The Member States may entrust management and labour, at their joint request, with the implementation of this Directive as regards provisions falling within the scope of collective agreements, provided that the Member States take all the necessary steps to ensure that they can at all times guarantee the results imposed by this Directive.","(27) Die Mitgliedstaaten können den Sozialpartnern auf deren gemeinsamen Antrag die Durchführung der Bestimmungen dieser Richtlinie übertragen, die in den Anwendungsbereich von Tarifverträgen fallen, sofern sie alle erforderlichen Maßnahmen treffen, um jederzeit gewährleisten zu können, daß die durch diese Richtlinie vorgeschriebenen Ergebnisse erzielt werden.",law
Measures by the Land of Saxony-Anhalt _BAR_,Maßnahmen des Landes Sachsen-Anhalt _BAR_,law
Changes may include extending operational programmes on condition that their total duration does not exceed five years;,"Eine solche Änderung kann die Verlängerung des operationellen Programms betreffen, sofern die Gesamtdauer des Programms nicht mehr als fünf Jahre beträgt;",law
"MEMBER STATES SHALL PRESCRIBE THAT THE PROVISIONS LAID DOWN IN POINTS 1 , 2 , 9.1 AND 9.2 OF THE ANNEX SHALL APPLY TO THE MARKETING OF COMPOUND FEEDINGSTUFFS .","DIE MITGLIEDSTAATEN SCHREIBEN VOR , DASS FÜR DAS INVERKEHRBRINGEN VON MISCHFUTTERMITTELN DIE BESTIMMUNGEN DER NUMMERN 1 , 2 , 9.1 UND 9.2 DES ANHANGS GELTEN .",law
