en,es
"Yes, i have, indeed.",Creo que debería hablar con quien haya sido asignado a su ejecución.
I don't see why you have to make a big deal out of everything.,No veo por qué tienes que hacer una montaña de todo esto
You scallywags.,Uds. bribones.
A 20-year search for mobster Paddy Doyle ended today.,20 años de búsqueda del mafioso Paddy Doyle acabaron hoy.
Juan Carlos Itzaina (died). He had three children:,"Juan Carlos Itzaina (fallecido), tuvo tres hijos:"
7 June 2009,7 de diciembre de 2013
"The footnote for the definition of ‘express road’ in point 7(b) of Annex I to the EIA Directive does not make a general reference to express roads within the meaning of the Agreement, but to ‘a road which complies with the definition’ laid down in the Agreement.","La nota a pie de página relativa al concepto de «vía rápida», contenida en el anexo I, punto 7, letra b), de la Directiva sobre evaluación del impacto ambiental, no remite de manera general a las vías rápidas según se conciben en el Acuerdo, sino que «“vía rápida”corresponde a la definición» dada por el Acuerdo."
But we're in a horrible situation.,Pero estamos en una situación horrible.
"Then I moved to a Christian orthodox church and prayed, wishing to receive a message I realized that always our concert for peace has been guided by the world of souls.","Luego me trasladé a una iglesia cristiana ortodoxa y recé, deseando recibir un mensaje. Reconocí que siempre ha sido guiado nuestro concierto por la paz por el mundo de las almas."
"What I do is, I hear and I feel the music... in my body.",Lo que hago es que escucho y siento la música... en mi cuerpo.
Oh My Gosh!,Dios mío! El olor!
You woke me up!,¡Me habéis despertado!
So the sum of these two areas... The squares... Equals...,"Así que la suma de estas dos áreas los cuadrados, da igual a C al cuadrado."
In Peru are the mysterious Nazca Lines.,En Perú están las misteriosas líneas de Nazca.
Is it true? Yes.,- ¿De veras?
"-No. No. Come on, let her sleep.","No, no, la dejaremos descansar, está exhausta"
Enseigner les langues classiques This French site gives special attention to ICT and software.,Enseigner les langues classiques . Este sitio francés presta una atención especial a las TIC y software.
That kind of makes it a big deal.,Estas cosas crean grandes problemas.
You're not authorized to start acquisition talks.,No estás autorizado para iniciar negociaciones de compra.
What are you doing up here anyway?,¿Qué estás haciendo aquí de todos modos?
This is going to be a very special evening.,Esta va a ser una noche especial.
Oh my stars! Oh! Oh!,¡¡Oh las estrellas!
Its not why he came back here?,¿No fue por eso que regresé aquí?
Everything you know about your mom is wrong.,Todo lo que sabías sobre tu madre era incorrecto.
"To achieve these results, the programme will provide technical assistance, equipment and training to child participation networks and the institutions that support them; implement campaigns to promote children's participation; support the establishment of a national social observatory; strengthen institutional capacities for information-gathering, analysis and accessibility; analyse periodically information on public expenditure, efficiency, public policies and local experiences and publish results in different formats geared to particular audiences; strengthen the analytical capacities of civil society and generate opportunities for discussion and engagement in public debates; provide technical assistance and continuous support to the Alliance For Children, Adolescents and Youth; provide training and advice to, and advocate for child rights with, the media, civil society, political parties and society at large; provide training and technical advice and mobilize local actors for the monitoring of local policies; provide training and technical advice to local institutions and actors for the formulation and implementation of local policies in favour of children; systematize and disseminate examples of successful local experiences and public policy approaches in favour of children.","Con objeto de alcanzar esos resultados, el programa facilitará asistencia técnica, equipamiento y capacitación a las redes de participación infantil y a las instituciones que las apoyan; llevará a cabo campañas para promover la participación de los niños; prestará apoyo para la creación de un observatorio social nacional; reforzará la capacidad institucional para la recopilación, el análisis y la accesibilidad de la información; analizará periódicamente información sobre el gasto público, la eficiencia, las políticas públicas y las experiencias locales y publicará los resultados en distintos formatos adaptados a destinatarios concretos; mejorará la capacidad analítica de la sociedad civil y creará oportunidades para la deliberación y la participación en debates públicos; prestará asistencia técnica y apoyo continuo a la Alianza por la Infancia, Adolescencia y Juventud; brindará capacitación y asesoramiento a los medios de información, la sociedad civil, los partidos políticos y la sociedad en general, además de colaborar con ellos en la defensa de los derechos del niño; facilitará capacitación y asesoramiento técnico a los agentes locales y los movilizará para la supervisión de las políticas locales; facilitará capacitación y asesoramiento técnico a las instituciones y los agentes locales para la elaboración y la aplicación de políticas locales en favor de los niños; y sistematizará y difundirá ejemplos de experiencias locales satisfactorias y de enfoques de políticas públicas favorables a los niños."
Pay for this reunion today,¿Pagar por la reunión de hoy?
The Czech Republic is fully aware of the need to make significant progress towards the adoption of a new post-Kyoto agreement.,La República Checa está totalmente conciente de la necesidad de lograr progresos significativos hacia la adopción de un nuevo acuerdo posterior a Kyoto.
- In January.,- En Enero.
And I used to climb out and sit in the little V out on that roof and look out over the town.,Yo solía trepar y sentarme en esa V del techo y mirar toda la ciudad.
We've set up a command post from the lobby here.,Establecimos un puesto de mando en la recepción.
Can I have an ice cream sandwich?,¿Puedo tomar un helado en sándwich?
"You leave me no choice, Sefa.","No me dejas opción, Sefa."
"- Mother, can you--","- Madre, podrías..."
- I can't concentrate.,–No me puedo concentrar.
Offer to help your parents organize their finances.,Ofrézcase para ayudar a sus padres a organizar las finanzas.
"The Pentagon has denied that the activities are part of a direct political advertising campaign, according to published reports.","El Pentágono negó que las actividades sean parte de una campaña de publicidad política directa, de acuerdo con información publicada."
- What?,¿Que?
- They've been looking everywhere.,- Han estado buscando por todas partes.
"They let you touch food, put your little faggotty fingers on it?",Más o menos. ¿Y metes los dedos en la comida?
- I'll sort out the money anyway.,- Yo solucionaré el problema del dinero.
Are you only into me because of the drugs?,¡Y vaya si lo he visto! Ya he elaborado mis planes.
- A coma he recovered from.,- Del que se recuperó.
But I'd rather notgo through the department.,Pero prefiero no hacerlo a través del departamento.
"Service III is responsible for relations with Central and East European countries, the Baltic States, Russia and the other republics of the former USSR, and the former Yugoslavia.","El Servicio III tiene a su cargo las relaciones con los países de Europa Central y Oriental, los Estados bálticos, Rusia y las demás repúblicas de la antigua URSS, y la antigua Yugoslavia."
Not when they see these.,No cuando vean eso.
02/12/16,20/03/16
- Check under your seat! - I already did!,¡Mira debajo de tu asiento!
"• Use DV control technology, with higher charging efficiency.","Utilice la tecnología de control DV, con una mayor eficiencia de carga."
"What, what is... oh.",¿Qué es? .
"16/01/2015, 21:52","23/05/2012, 01:09"
~ So you think he's our killer?,- ¿Cree que es nuestro asesino?
"(a) Reconfirmation of the goals and commitments of the Habitat AgendaReport of the United Nations Conference on Human Settlements (Habitat II), Istanbul, 3-14 June 1996 (United Nations publication, Sales No. E.97.IV.6), chap. I, resolution 1, annex II. and review of the status of implementation, including the identification of progress, gaps, obstacles and challenges;","a) La reconfirmación de los objetivos y los compromisos del Programa de HábitatInforme de la Conferencia de las Naciones Unidas sobre los Asentamientos Humanos (Hábitat II), Estambul, 3 a 14 de junio de 1996 (publicación de las Naciones Unidas, número de venta: S.97.IV.6), cap. I, resolución 1, anexo II. y un examen del estado de su ejecución que incluya la determinación de los avances, los desfases, los obstáculos y los problemas;"
